,publish_date,headline_text
6486,20030322,kanimbla working to clear strategic waterway
6487,20030322,kenya wont expel iraqi diplomats
6488,20030322,labor back in nsw
6489,20030322,labor blames iraq war for indon terror threat
6490,20030322,labor set to be returned in nsw
6491,20030322,leaders cast votes in nsw election
6492,20030322,leeds sack venables hand reid caretaker role
6493,20030322,libs hoping to pick up 4 seats
6494,20030322,libs to vote on preselection reform
6495,20030322,loss to pittman a wake up call freeman
6496,20030322,lying cnn crews told to leave iraq
6497,20030322,major party leaders make final pit stops
6498,20030322,man questioned over fatal stabbing
6499,20030322,man rakes in record pokie payout
6500,20030322,man u face real test
6501,20030322,many wounded in baghdad red cross
6502,20030322,mclaren set the pace in free practice
6503,20030322,mental health groups call for more govt funding
6504,20030322,molik moves through in miami
6505,20030322,more missiles strike baghdad
6506,20030322,mortlock may miss world cup
6507,20030322,motorcyclist dies after brisbane crash
6508,20030322,not sensible to predict end of war britain
6509,20030322,nsw leaders wrap up election campaign
6510,20030322,nsw leaders wrap up election campaigns
6511,20030322,nt homeless youth situation urgent report
6512,20030322,oil depot hit by rocket in south west iran
6513,20030322,orford slater lead storm to crushing win
6514,20030322,paton takes first aust champs title
6515,20030322,pentagon lists goals of war
6516,20030322,petria breaks minute barrier in qualifying
6517,20030322,philip morris loses usd 10 billion verdict in lights case
6518,20030322,pittman ends freemans reign
6519,20030322,police search river for murder weapon
6520,20030322,polling underway in nsw election
6521,20030322,pope laments a war he didnt expect
6522,20030322,powell to call turkey over war flying rights
6523,20030322,protest rallies condemn war
6524,20030322,qld army commander urges support for troops
6525,20030322,raiders pip tigers in tough battle
6526,20030322,rain stops baddeleys charge
6527,20030322,renault claims surprise pole one two
6528,20030322,renault sensation in pole one two
6529,20030322,rockets hit south west iran reports
6530,20030322,rumsfeld confirms start of main iraq bombing
6531,20030322,rumsfeld says not clear if saddam still in control
6532,20030322,russia boosts security for chechnya poll
6533,20030322,russia to block un approval for war
6534,20030322,saddam and son show up on tv
6535,20030322,sas strikes at weapons of mass destruction forces
6536,20030322,scots get champions league boost
6537,20030322,second marine falls to iraqi fire
6538,20030322,security crackdown at parliament
6539,20030322,seles withdraws from key biscayne
6540,20030322,serbian police hold 1000 over pms assassination
6541,20030322,shock and awe opens with booms over iraq
6542,20030322,shock and awe pounds baghdad key cities
6543,20030322,sick hewitt crashes out in florida
6544,20030322,softballers qualify for olympics
6545,20030322,softballers unbeaten after elimination round
6546,20030322,some iraqi forces pull out of basra uk
6547,20030322,song honours world champion tas axeman
6548,20030322,spanish authorities release al qaeda suspects
6549,20030322,stars shun oscars
6550,20030322,stormers stun waratahs
6551,20030322,stormers stun waratahs reds remain winless
6552,20030322,stormers stun waratahs reds still winless
6553,20030322,storm raiders unbeaten cowboys hit back
6554,20030322,super mario shrugs off stomach upset to defend san
6555,20030322,support for war at record high in us
6556,20030322,tendulkar is australias only obstacle warne
6557,20030322,tendulkar is australias only world cup obstacle
6558,20030322,thorpe beats hackett to 400 metres title
6559,20030322,thorpe powers to 400 metres title
6560,20030322,thousands more iraqis surrender
6561,20030322,three way clubhouse tie in madeira
6562,20030322,tight contest in tamworth
6563,20030322,turkey denies sending in troops
6564,20030322,turkey opens air space for us
6565,20030322,turkey us agree overflights wrangle over troops
6566,20030322,turkish ambassador defends push into iraq
6567,20030322,turkish troops in northern iraq papers say
6568,20030322,turkish troops move into north iraq
6569,20030322,turkish troops to enter n iraq
6570,20030322,twelfth iraqi missile fired at kuwait crosses over
6571,20030322,two try tanevula lifts highlanders
6572,20030322,unified facade masks eu split
6573,20030322,un refugee body sees no iraq exodus yet
6574,20030322,upgraded travel warning not needed govt
6575,20030322,us air assault division crosses into iraq
6576,20030322,us air strikes target hardline islamist group
6577,20030322,us captures key iraqi offshore oil terminals
6578,20030322,us desperate for turkey air deal
6579,20030322,us fires 320 missiles on baghdad
6580,20030322,us has airfields west of baghdad official
6581,20030322,us icon has a small flutter in vital iraq port
6582,20030322,us iraq in surrender talks pentagon claims
6583,20030322,us marines and iraqis in major battle at basra
6584,20030322,us marines capture 600 iraqis officer
6585,20030322,us marines secure western iraqi flank
6586,20030322,us military trucks to build pow camps
6587,20030322,us special forces control airfield in western iraq
6588,20030322,us still hopeful of early iraq surrender
6589,20030322,us strikes militant stronghold in nth iraq kurds
6590,20030322,vic wheat farmers wont sue commonwealth
6591,20030322,water main bursts homes damaged
6592,20030322,webb in four way tie for phoenix lead
6593,20030322,welsh pips huegill in surprise butterfly semi win
6594,20030322,wenger warns everton of arsenal backlash
6595,20030322,who team investigates mystery illness
6596,20030322,wildcats crush hawks
6597,20030323,abc cameraman australias first casualty in iraq
6598,20030323,abc cameraman killed in iraq car bomb attack
6599,20030323,agassi advances in miami
6600,20030323,aid agencies report 500000 iraqis displaced
6601,20030323,aid agencies report of mass exodus
6602,20030323,air raids crank up over baghdad again
6603,20030323,al qaeda had hand in philippine bombing official
6604,20030323,anti war protesters march in adelaide
6605,20030323,anti war protests continue for fourth day
6606,20030323,anti war rallies ricochet across world
6607,20030323,arabs seethe as tv shows iraq destruction
6608,20030323,armed b 52 bombers leave uk airbase
6609,20030323,australia celebrates world cup victory
6610,20030323,australia off to a blazing start
6611,20030323,australia sweats on martyn and bichel
6612,20030323,aust troops in iraq win admiration of allies howard
6613,20030323,backbencher blasts crean backflip
6614,20030323,baghdad bombing continues
6615,20030323,baghdad civilians will fight invaders
6616,20030323,baghdad river search amid reports of pilots down
6617,20030323,baghdads military facilities targeted in latest
6618,20030323,barrichello to start without head safety system
6619,20030323,barr reclaims hotly contested manly
6620,20030323,bayern all but seal title
6621,20030323,bettini wins milan sanremo
6622,20030323,bomb thunder rolls over baghdad
6623,20030323,box jellyfish blamed for stinger death
6624,20030323,boy dies from marine sting in north qld
6625,20030323,british fighter downed by us anti missile rocket
6626,20030323,british plane downed by patriot missile us military
6627,20030323,british plane missing as explosions rock baghdad
6628,20030323,british plane missing explosions rock baghdad
6629,20030323,british public opinion falling in behind blair
6630,20030323,brogden likely to stay on despite election loss
6631,20030323,brumbies hammer bulls
6632,20030323,capriati downs qualifier to move through in miami
6633,20030323,carnage and confusion as us hits kurd bases
6634,20030323,cats hooker sent off as hurricanes triumph
6635,20030323,census shows australians migrating to qld
6636,20030323,chechnya set to vote in controversial referendum
6637,20030323,china mine blast leaves 20 dead 52 trapped
6638,20030323,claims uk tv crew missing in iraq came under
6639,20030323,clashes in najaf 160 km south of baghdad iraq tv
6640,20030323,coalition commander franks addresses media
6641,20030323,coalition of the unwilling march through sydney
6642,20030323,coalition tries to negotiate iraqi surrender of
6643,20030323,commonwealth may seize iraqi assets in aust
6644,20030323,concern grows over turkish troops in iraq
6645,20030323,corinthians win chaotic paulista championship
6646,20030323,crean praises carrs election victory
6647,20030323,deadline looms for iraqi diplomats to leave
6648,20030323,democrats talk up nsw election result
